Job Title,Date Posted,Link,Company,Salary,Description
Real Estate Sales Agent,30+ days ago,https://www.bayt.com/en/lebanon/jobs/real-estate-sales-agent-73303741/,Jobs for Humanity,Unspecified,"Company Description Jobs for Humanity is partnering with Masterpiece Property LLC to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from all walks of life. Company Name: Masterpiece Property LLC Job Description We are seeking a dedicated and knowledgeable Real Estate Agent to join our team. The ideal candidate will have a passion for helping clients navigate the complexities of the real estate market, whether they are buying, selling, or renting properties. This role requires a proactive individual who can provide expert guidance and support throughout the entire real estate process. Job Purpose The primary purpose of the Real Estate Agent is to assist clients in making informed decisions regarding their real estate transactions. By leveraging their expertise in the local market and strong interpersonal skills, the agent will ensure a smooth and successful experience for clients, ultimately leading to successful property transactions. Job Duties and Responsibilities assist clients in buying, selling, or renting properties provide expert guidance throughout the real estate process demonstrate strong communication skills demonstrate strong negotiation skills understand the local real estate market deeply effectively market properties build client relationships Qualifications Required Qualifications strong communication skills strong negotiation skills deep understanding of the local real estate market proficiency in marketing properties ability to build and maintain client relationships Jobs for Humanity is partnering with Masterpiece Property LLC to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from all walks of life. Company Name: Masterpiece Property LLC Job Description We are seeking a dedicated and knowledgeable Real Estate Agent to join our team. The ideal candidate will have a passion for helping clients navigate the complexities of the real estate market, whether they are buying, selling, or renting properties. This role requires a proactive individual who can provide expert guidance and support throughout the entire real estate process. Job Purpose The primary purpose of the Real Estate Agent is to assist clients in making informed decisions regarding their real estate transactions. By leveraging their expertise in the local market and strong interpersonal skills, the agent will ensure a smooth and successful experience for clients, ultimately leading to successful property transactions. Job Duties and Responsibilities assist clients in buying, selling, or renting properties provide expert guidance throughout the real estate process demonstrate strong communication skills demonstrate strong negotiation skills understand the local real estate market deeply effectively market properties build client relationships Qualifications Required Qualifications strong communication skills strong negotiation skills deep understanding of the local real estate market proficiency in marketing properties ability to build and maintain client relationships We are seeking a dedicated and knowledgeable Real Estate Agent to join our team. The ideal candidate will have a passion for helping clients navigate the complexities of the real estate market, whether they are buying, selling, or renting properties. This role requires a proactive individual who can provide expert guidance and support throughout the entire real estate process. The primary purpose of the Real Estate Agent is to assist clients in making informed decisions regarding their real estate transactions. By leveraging their expertise in the local market and strong interpersonal skills, the agent will ensure a smooth and successful experience for clients, ultimately leading to successful property transactions. assist clients in buying, selling, or renting properties provide expert guidance throughout the real estate process demonstrate strong communication skills demonstrate strong negotiation skills understand the local real estate market deeply effectively market properties build client relationships assist clients in buying, selling, or renting properties provide expert guidance throughout the real estate process demonstrate strong communication skills demonstrate strong negotiation skills understand the local real estate market deeply effectively market properties build client relationships strong communication skills strong negotiation skills deep understanding of the local real estate market proficiency in marketing properties ability to build and maintain client relationships strong communication skills strong negotiation skills deep understanding of the local real estate market proficiency in marketing properties ability to build and maintain client relationships"
Indoor Sales Representative - Jounieh,30+ days ago,https://www.bayt.com/en/lebanon/jobs/indoor-sales-representative-jounieh-73301584/,KHOUBOURAT,Unspecified,A Reputable Company located in Jounieh is seeking to recruit an Indoor Sales Representative. A Reputable Company located in Jounieh is seeking to recruit an Indoor Sales Representative. Preferred candidate Degree Bachelor's degree / higher diploma Preferred candidate Degree Bachelor's degree / higher diploma Degree Degree Bachelor's degree / higher diploma
Junior Warehouse Officer,30+ days ago,https://www.bayt.com/en/lebanon/jobs/junior-warehouse-officer-73311791/,Jobs for Humanity,Unspecified,"Company Description Ever since our establishment back in 1958, we have made a commitment to satisfy the demands of even the most critical requirements of our customers. With continuous customer satisfaction and an excellent sales service, we have gained the trust of all woodworking, wholesalers, and customers all over Lebanon. Asmar Wood has always been a reliable supplier of superior quality lumber products manufactured all around the world. Job Description 0-3 years of experience Fluent in English & Arabic Proficient in Microsoft Office Strong Engagement Skills Qualifications send your cv to [email protected] Additional Information All your- information will be kept confidential according to EEO guidelines. Ever since our establishment back in 1958, we have made a commitment to satisfy the demands of even the most critical requirements of our customers. With continuous customer satisfaction and an excellent sales service, we have gained the trust of all woodworking, wholesalers, and customers all over Lebanon. Asmar Wood has always been a reliable supplier of superior quality lumber products manufactured all around the world. Job Description 0-3 years of experience Fluent in English & Arabic Proficient in Microsoft Office Strong Engagement Skills Qualifications send your cv to [email protected] Additional Information All your- information will be kept confidential according to EEO guidelines. Ever since our establishment back in 1958, we have made a commitment to satisfy the demands of even the most critical requirements of our customers. With continuous customer satisfaction and an excellent sales service, we have gained the trust of all woodworking, wholesalers, and customers all over Lebanon. Asmar Wood has always been a reliable supplier of superior quality lumber products manufactured all around the world. 0-3 years of experience Fluent in English & Arabic Proficient in Microsoft Office Strong Engagement Skills send your cv to [email protected] All your- information will be kept confidential according to EEO guidelines."
Odoo Functional Consultant,30+ days ago,https://www.bayt.com/en/lebanon/jobs/odoo-functional-consultant-73313114/,KHOUBOURAT,Unspecified,"A Reputable Company located in Beirut is seeking to recruit an Odoo Functional Consultant. Main Duties: Meet with clients to understand business needs and ERP goals. Gather and document detailed requirements (features, workflows, approvals, reports) Analyze business processes and suggest improvements using Odoo. Translate requirements into functional specs for developers. Configure Odoo modules (no coding required). Test delivered features and validate workflows. Conduct user training for staff and clients. Support go-live and post-implementation activities. Act as the link between business users and the development team. A Reputable Company located in Beirut is seeking to recruit an Odoo Functional Consultant. Main Duties: Main Duties: Meet with clients to understand business needs and ERP goals. Gather and document detailed requirements (features, workflows, approvals, reports) Analyze business processes and suggest improvements using Odoo. Translate requirements into functional specs for developers. Configure Odoo modules (no coding required). Test delivered features and validate workflows. Conduct user training for staff and clients. Support go-live and post-implementation activities. Act as the link between business users and the development team. Meet with clients to understand business needs and ERP goals. Gather and document detailed requirements (features, workflows, approvals, reports) Analyze business processes and suggest improvements using Odoo. Translate requirements into functional specs for developers. Configure Odoo modules (no coding required). Test delivered features and validate workflows. Conduct user training for staff and clients. Support go-live and post-implementation activities. Act as the link between business users and the development team. Preferred candidate Degree Bachelor's degree / higher diploma Preferred candidate Degree Bachelor's degree / higher diploma Degree Degree Bachelor's degree / higher diploma"
Stock Keeper,30+ days ago,https://www.bayt.com/en/lebanon/jobs/stock-keeper-73313115/,KHOUBOURAT,Unspecified,"A Reputable Company located in Beirut is seeking to recruit a Stock Keeper. Main Duties: Receive, inspect, and store all home appliances spare parts in an organized manner. Maintain accurate inventory records using computerized systems. Monitor inventory levels and order new parts when necessary. Coordinate with suppliers to ensure timely delivery of spare parts. Inspect incoming parts for quality and accuracy. Prepare and maintain reports on inventory levels, stock movement, and shortages. Conduct regular stock checks to ensure accuracy of records, Maintain a clean and organized store environment, Ensure compliance with safety and security procedures. A Reputable Company located in Beirut is seeking to recruit a Stock Keeper. Main Duties: Main Duties: Receive, inspect, and store all home appliances spare parts in an organized manner. Maintain accurate inventory records using computerized systems. Monitor inventory levels and order new parts when necessary. Coordinate with suppliers to ensure timely delivery of spare parts. Inspect incoming parts for quality and accuracy. Prepare and maintain reports on inventory levels, stock movement, and shortages. Conduct regular stock checks to ensure accuracy of records, Maintain a clean and organized store environment, Ensure compliance with safety and security procedures. Receive, inspect, and store all home appliances spare parts in an organized manner. Maintain accurate inventory records using computerized systems. Monitor inventory levels and order new parts when necessary. Coordinate with suppliers to ensure timely delivery of spare parts. Inspect incoming parts for quality and accuracy. Prepare and maintain reports on inventory levels, stock movement, and shortages. Conduct regular stock checks to ensure accuracy of records, Maintain a clean and organized store environment, Ensure compliance with safety and security procedures. Preferred candidate Degree High school or equivalent Preferred candidate Degree High school or equivalent Degree Degree High school or equivalent"
Sales Coordinator,30+ days ago,https://www.bayt.com/en/lebanon/jobs/sales-coordinator-73313930/,InterContinental Hotels Group,Unspecified,
Executive Secretary (Female),30+ days ago,https://www.bayt.com/en/lebanon/jobs/executive-secretary-female-73306126/,Kempinski Hotel,Unspecified,"The Executive Secretary ensures the professional and smooth operation of the hotel executive office. The duties include answering phone calls, scheduling meetings for the General Manager. Ensure smooth operations within the executive department. Daily organisation of all incoming mail, calls and tracing file. Strong support to the General Manager with all office administration. Project organisation with guidance by the General Manager. Plan internal events and meetings. Evaluate guest questionnaires / supervise Customer Satisfaction Tool. Act as an internal mediator between departments. Co-ordinate public relation issues and sales transactions. Plan and execute mailings. Complaint handling. Prepare and coordinate VIP arrivals etc. Communicate hotel philosophy and represent the hotel internally and externally. Organise travel arrangements for the General Manager. Participate in meetings, prepare meeting minutes. Additional responsibilities and tasks can be added at any time according to the needs of the business and of the hotel. Ensure smooth operations within the executive department. Daily organisation of all incoming mail, calls and tracing file. Strong support to the General Manager with all office administration. Project organisation with guidance by the General Manager. Plan internal events and meetings. Evaluate guest questionnaires / supervise Customer Satisfaction Tool. Act as an internal mediator between departments. Co-ordinate public relation issues and sales transactions. Plan and execute mailings. Complaint handling. Prepare and coordinate VIP arrivals etc. Communicate hotel philosophy and represent the hotel internally and externally. Organise travel arrangements for the General Manager. Participate in meetings, prepare meeting minutes. Additional responsibilities and tasks can be added at any time according to the needs of the business and of the hotel. Ensure smooth operations within the executive department. Daily organisation of all incoming mail, calls and tracing file. Strong support to the General Manager with all office administration. Project organisation with guidance by the General Manager. Plan internal events and meetings. Evaluate guest questionnaires / supervise Customer Satisfaction Tool. Act as an internal mediator between departments. Co-ordinate public relation issues and sales transactions. Plan and execute mailings. Complaint handling. Prepare and coordinate VIP arrivals etc. Communicate hotel philosophy and represent the hotel internally and externally. Organise travel arrangements for the General Manager. Participate in meetings, prepare meeting minutes. Ensure smooth operations within the executive department. Daily organisation of all incoming mail, calls and tracing file. Strong support to the General Manager with all office administration. Project organisation with guidance by the General Manager. Plan internal events and meetings. Evaluate guest questionnaires / supervise Customer Satisfaction Tool. Act as an internal mediator between departments. Co-ordinate public relation issues and sales transactions. Plan and execute mailings. Complaint handling. Prepare and coordinate VIP arrivals etc. Communicate hotel philosophy and represent the hotel internally and externally. Organise travel arrangements for the General Manager. Participate in meetings, prepare meeting minutes."
Civil Engineer,30+ days ago,https://www.bayt.com/en/lebanon/jobs/civil-engineer-73309418/,KHOUBOURAT,Unspecified,A Reputable Company located in Beirut is seeking to recruit a Civil Engineer. A Reputable Company located in Beirut is seeking to recruit a Civil Engineer. Preferred candidate Degree Bachelor's degree / higher diploma Preferred candidate Degree Bachelor's degree / higher diploma Degree Degree Bachelor's degree / higher diploma
Commercial Executive,30+ days ago,https://www.bayt.com/en/lebanon/jobs/commercial-executive-73307796/,Jobs for Humanity,Unspecified,"Company Description E-Wallet Services Job Description We’re seeking a driven and ambitious Commercial Executive to join our rapidly growing e-wallet and digital payments company. In this role, you’ll be responsible for acquiring and managing merchant partnerships, driving revenue growth, and supporting strategic initiatives that expand our presence in the digital payment’s ecosystem. Key Responsibilities: identify, engage, and onboard new merchants and strategic partners to boost e-wallet adoption and transaction volume. Support the negotiation and execution of commercial deals, pricing structures, and partner incentives. Track and analyze partner performance, merchant activity, and incentive effectiveness to optimize results. Conduct market and competitive research to uncover trends, opportunities, and areas for improvement. Maintain accurate and up-to-date records of deals. Analyze merchant and customer data to inform business decisions and refine commercial strategies. Key Requirements: Bachelor’s degree in Business, Marketing, Finance, or a related field. 2- 4 years of experience in a commercial, business development, or partnership role within fintech, digital payments, e-commerce, or telecom. Strong understanding of e-wallet services, digital payments. Excellent interpersonal, negotiation, and presentation skills. Data-driven mindset with the ability to analyze and interpret KPIs and commercial metrics. Proficiency in Microsoft Office and CRM platforms (Salesforce). Self-starter with the ability to manage multiple priorities in a fast-paced environment. Preferred Qualifications: Prior experience working with QR code payments, card payments, or mobile money services. Knowledge of payment gateways, mobile wallets, digital payment ecosystems, and financial regulations is highly advantageous. E-Wallet Services Job Description We’re seeking a driven and ambitious Commercial Executive to join our rapidly growing e-wallet and digital payments company. In this role, you’ll be responsible for acquiring and managing merchant partnerships, driving revenue growth, and supporting strategic initiatives that expand our presence in the digital payment’s ecosystem. Key Responsibilities: identify, engage, and onboard new merchants and strategic partners to boost e-wallet adoption and transaction volume. Support the negotiation and execution of commercial deals, pricing structures, and partner incentives. Track and analyze partner performance, merchant activity, and incentive effectiveness to optimize results. Conduct market and competitive research to uncover trends, opportunities, and areas for improvement. Maintain accurate and up-to-date records of deals. Analyze merchant and customer data to inform business decisions and refine commercial strategies. Key Requirements: Bachelor’s degree in Business, Marketing, Finance, or a related field. 2- 4 years of experience in a commercial, business development, or partnership role within fintech, digital payments, e-commerce, or telecom. Strong understanding of e-wallet services, digital payments. Excellent interpersonal, negotiation, and presentation skills. Data-driven mindset with the ability to analyze and interpret KPIs and commercial metrics. Proficiency in Microsoft Office and CRM platforms (Salesforce). Self-starter with the ability to manage multiple priorities in a fast-paced environment. Preferred Qualifications: Prior experience working with QR code payments, card payments, or mobile money services. Knowledge of payment gateways, mobile wallets, digital payment ecosystems, and financial regulations is highly advantageous. E-Wallet Services We’re seeking a driven and ambitious Commercial Executive to join our rapidly growing e-wallet and digital payments company. In this role, you’ll be responsible for acquiring and managing merchant partnerships, driving revenue growth, and supporting strategic initiatives that expand our presence in the digital payment’s ecosystem. Commercial Executive Key Responsibilities: identify, engage, and onboard new merchants and strategic partners to boost e-wallet adoption and transaction volume. Support the negotiation and execution of commercial deals, pricing structures, and partner incentives. Track and analyze partner performance, merchant activity, and incentive effectiveness to optimize results. Conduct market and competitive research to uncover trends, opportunities, and areas for improvement. Maintain accurate and up-to-date records of deals. Analyze merchant and customer data to inform business decisions and refine commercial strategies. identify, engage, and onboard new merchants and strategic partners to boost e-wallet adoption and transaction volume. Support the negotiation and execution of commercial deals, pricing structures, and partner incentives. Track and analyze partner performance, merchant activity, and incentive effectiveness to optimize results. Conduct market and competitive research to uncover trends, opportunities, and areas for improvement. Maintain accurate and up-to-date records of deals. Analyze merchant and customer data to inform business decisions and refine commercial strategies. Key Requirements: Bachelor’s degree in Business, Marketing, Finance, or a related field. 2- 4 years of experience in a commercial, business development, or partnership role within fintech, digital payments, e-commerce, or telecom. Strong understanding of e-wallet services, digital payments. Excellent interpersonal, negotiation, and presentation skills. Data-driven mindset with the ability to analyze and interpret KPIs and commercial metrics. Proficiency in Microsoft Office and CRM platforms (Salesforce). Self-starter with the ability to manage multiple priorities in a fast-paced environment. Bachelor’s degree in Business, Marketing, Finance, or a related field. 2- 4 years of experience in a commercial, business development, or partnership role within fintech, digital payments, e-commerce, or telecom. Strong understanding of e-wallet services, digital payments. Excellent interpersonal, negotiation, and presentation skills. Data-driven mindset with the ability to analyze and interpret KPIs and commercial metrics. Proficiency in Microsoft Office and CRM platforms (Salesforce). Self-starter with the ability to manage multiple priorities in a fast-paced environment. Preferred Qualifications: Prior experience working with QR code payments, card payments, or mobile money services. Knowledge of payment gateways, mobile wallets, digital payment ecosystems, and financial regulations is highly advantageous. Prior experience working with QR code payments, card payments, or mobile money services. Knowledge of payment gateways, mobile wallets, digital payment ecosystems, and financial regulations is highly advantageous."
Graphic Designer,30+ days ago,https://www.bayt.com/en/lebanon/jobs/graphic-designer-73319402/,Jobs for Humanity,Unspecified,
Sales Team Leader,30+ days ago,https://www.bayt.com/en/lebanon/jobs/sales-team-leader-73301587/,KHOUBOURAT,Unspecified,"A Reputable Company located in Beirut is seeking to recruit a Sales Team Leader. Main Duties : Create and maintain a good relationship with customers. Develop and lead sales strategies, including target setting and market penetration. Manage sales team performance, customer interactions, and promotional activities. Coordinate product availability and process improvements, while preparing sales and collection reports. Implement and manage the credit, collection, and dispute resolution process, including customer credit assessment and validation. Monitor customer account balances, resolve disputes, and escalate unresolved issues for legal action. Oversee stock turnover, profitability, and budget management for brands/categories; review purchase orders and manage stock-taking processes. Develop new product categories, set item descriptions, stock requirements, and pricing; stop non-performing items and recommend discontinuations. Approve stock adjustments, and coordinate with Purchasing to ensure product quality. A Reputable Company located in Beirut is seeking to recruit a Sales Team Leader. Main Duties : Main Duties : Create and maintain a good relationship with customers. Develop and lead sales strategies, including target setting and market penetration. Manage sales team performance, customer interactions, and promotional activities. Coordinate product availability and process improvements, while preparing sales and collection reports. Implement and manage the credit, collection, and dispute resolution process, including customer credit assessment and validation. Monitor customer account balances, resolve disputes, and escalate unresolved issues for legal action. Oversee stock turnover, profitability, and budget management for brands/categories; review purchase orders and manage stock-taking processes. Develop new product categories, set item descriptions, stock requirements, and pricing; stop non-performing items and recommend discontinuations. Approve stock adjustments, and coordinate with Purchasing to ensure product quality. Create and maintain a good relationship with customers. Develop and lead sales strategies, including target setting and market penetration. Manage sales team performance, customer interactions, and promotional activities. Coordinate product availability and process improvements, while preparing sales and collection reports. Implement and manage the credit, collection, and dispute resolution process, including customer credit assessment and validation. Monitor customer account balances, resolve disputes, and escalate unresolved issues for legal action. Oversee stock turnover, profitability, and budget management for brands/categories; review purchase orders and manage stock-taking processes. Develop new product categories, set item descriptions, stock requirements, and pricing; stop non-performing items and recommend discontinuations. Approve stock adjustments, and coordinate with Purchasing to ensure product quality. Preferred candidate Degree Bachelor's degree / higher diploma Preferred candidate Degree Bachelor's degree / higher diploma Degree Degree Bachelor's degree / higher diploma"
Stewarding Supervisor,30+ days ago,https://www.bayt.com/en/lebanon/jobs/stewarding-supervisor-73310328/,Kempinski Hotel,Unspecified,"The overall scope of the job includes serving food and beverages to guests in the assigned place of work, providing a courteous, professional, efficient and flexible service consistent with the standards of the hotel and Kempinski in order to encourage sales and maximize guest satisfaction. Responsible to Ass. Chief Stewarding / Chief Steward Provide a professional and courteous service at all times and ensure that all employees of the assigned outlet follow the example. Ensure that the place of work and surrounding area is kept clean and organised at all times. Be knowledgeable of all services and products offered by the hotel. Produce reports and analysis of the outlet and present report in the monthly performance meeting. Lead the outlet efficiently in cost and expenses, constantly delivering the highest quality as well as driving high top line revenue and profit. Assist in preparation of the outlet’s budget. Conduct monthly inventory of operating supplies and equipment together with the stewarding department. Monitor operating supplies, equipment and reduce spoilage and wastage successfully. Prepare and review all departmental operations manual updates annually in accordance with the Assistant Head of Department. Support activities and cooperation with the suppliers. Undertake reasonable tasks and secondary duties as appointed by the Head of Department. Ensure that the opening and closing procedures established for the outlet are followed. Be able to clean and wash utensils according to the established standards of performance. Ensure that all garbage regulations i.e separation of items as well as the assigned garbage runs. Have the knowledge of all cleaning procedures, use of dishwashing machines and the type of chemicals being used. Ensuring that breakage is administrated as well as to provide constant feedback to the operation as a tool to reduce breakage and losses. Assist in the preparation of the Annual operating budget for operating expenses, operating equipment and FF&E requirements in line with the compilation of the annual business plan. Ensure control and supervision on the requisitions of operating equipment, the storage and careful handling of operating equipment. Supervise contractors in kitchen and back of house areas of the Food & Beverage division. Maintain daily checks and log reports of all areas responsible. Plan the weekly and monthly duty roster. Ensure that all equipment specification lists are updated and controlled after every inventory. Ensure all FF&E items for banquets, outside caterings and seasonal usage are adequately stored, protected and reviewed before using. i.e. cleaned, varnished and painted or polished. Responsible to Ass. Chief Stewarding / Chief Steward Provide a professional and courteous service at all times and ensure that all employees of the assigned outlet follow the example. Ensure that the place of work and surrounding area is kept clean and organised at all times. Be knowledgeable of all services and products offered by the hotel. Produce reports and analysis of the outlet and present report in the monthly performance meeting. Lead the outlet efficiently in cost and expenses, constantly delivering the highest quality as well as driving high top line revenue and profit. Assist in preparation of the outlet’s budget. Conduct monthly inventory of operating supplies and equipment together with the stewarding department. Monitor operating supplies, equipment and reduce spoilage and wastage successfully. Prepare and review all departmental operations manual updates annually in accordance with the Assistant Head of Department. Support activities and cooperation with the suppliers. Undertake reasonable tasks and secondary duties as appointed by the Head of Department. Ensure that the opening and closing procedures established for the outlet are followed. Be able to clean and wash utensils according to the established standards of performance. Ensure that all garbage regulations i.e separation of items as well as the assigned garbage runs. Have the knowledge of all cleaning procedures, use of dishwashing machines and the type of chemicals being used. Ensuring that breakage is administrated as well as to provide constant feedback to the operation as a tool to reduce breakage and losses. Assist in the preparation of the Annual operating budget for operating expenses, operating equipment and FF&E requirements in line with the compilation of the annual business plan. Ensure control and supervision on the requisitions of operating equipment, the storage and careful handling of operating equipment. Supervise contractors in kitchen and back of house areas of the Food & Beverage division. Maintain daily checks and log reports of all areas responsible. Plan the weekly and monthly duty roster. Ensure that all equipment specification lists are updated and controlled after every inventory. Ensure all FF&E items for banquets, outside caterings and seasonal usage are adequately stored, protected and reviewed before using. i.e. cleaned, varnished and painted or polished. Responsible to Ass. Chief Stewarding / Chief Steward Provide a professional and courteous service at all times and ensure that all employees of the assigned outlet follow the example. Ensure that the place of work and surrounding area is kept clean and organised at all times. Be knowledgeable of all services and products offered by the hotel. Produce reports and analysis of the outlet and present report in the monthly performance meeting. Lead the outlet efficiently in cost and expenses, constantly delivering the highest quality as well as driving high top line revenue and profit. Assist in preparation of the outlet’s budget. Conduct monthly inventory of operating supplies and equipment together with the stewarding department. Monitor operating supplies, equipment and reduce spoilage and wastage successfully. Prepare and review all departmental operations manual updates annually in accordance with the Assistant Head of Department. Support activities and cooperation with the suppliers. Undertake reasonable tasks and secondary duties as appointed by the Head of Department. Ensure that the opening and closing procedures established for the outlet are followed. Be able to clean and wash utensils according to the established standards of performance. Ensure that all garbage regulations i.e separation of items as well as the assigned garbage runs. Have the knowledge of all cleaning procedures, use of dishwashing machines and the type of chemicals being used. Ensuring that breakage is administrated as well as to provide constant feedback to the operation as a tool to reduce breakage and losses. Assist in the preparation of the Annual operating budget for operating expenses, operating equipment and FF&E requirements in line with the compilation of the annual business plan. Ensure control and supervision on the requisitions of operating equipment, the storage and careful handling of operating equipment. Supervise contractors in kitchen and back of house areas of the Food & Beverage division. Maintain daily checks and log reports of all areas responsible. Plan the weekly and monthly duty roster. Ensure that all equipment specification lists are updated and controlled after every inventory. Ensure all FF&E items for banquets, outside caterings and seasonal usage are adequately stored, protected and reviewed before using. i.e. cleaned, varnished and painted or polished. Responsible to Ass. Chief Stewarding / Chief Steward Provide a professional and courteous service at all times and ensure that all employees of the assigned outlet follow the example. Ensure that the place of work and surrounding area is kept clean and organised at all times. Be knowledgeable of all services and products offered by the hotel. Produce reports and analysis of the outlet and present report in the monthly performance meeting. Lead the outlet efficiently in cost and expenses, constantly delivering the highest quality as well as driving high top line revenue and profit. Assist in preparation of the outlet’s budget. Conduct monthly inventory of operating supplies and equipment together with the stewarding department. Monitor operating supplies, equipment and reduce spoilage and wastage successfully. Prepare and review all departmental operations manual updates annually in accordance with the Assistant Head of Department. Support activities and cooperation with the suppliers. Undertake reasonable tasks and secondary duties as appointed by the Head of Department. Ensure that the opening and closing procedures established for the outlet are followed. Be able to clean and wash utensils according to the established standards of performance. Ensure that all garbage regulations i.e separation of items as well as the assigned garbage runs. Have the knowledge of all cleaning procedures, use of dishwashing machines and the type of chemicals being used. Ensuring that breakage is administrated as well as to provide constant feedback to the operation as a tool to reduce breakage and losses. Assist in the preparation of the Annual operating budget for operating expenses, operating equipment and FF&E requirements in line with the compilation of the annual business plan. Ensure control and supervision on the requisitions of operating equipment, the storage and careful handling of operating equipment. Supervise contractors in kitchen and back of house areas of the Food & Beverage division. Maintain daily checks and log reports of all areas responsible. Plan the weekly and monthly duty roster. Ensure that all equipment specification lists are updated and controlled after every inventory. Ensure all FF&E items for banquets, outside caterings and seasonal usage are adequately stored, protected and reviewed before using. i.e. cleaned, varnished and painted or polished."
Billiards Club Waitress,30+ days ago,https://www.bayt.com/en/lebanon/jobs/billiards-club-waitress-73303755/,Jobs for Humanity,Unspecified,"Company Description Jobs for Humanity is partnering with Rack & Roll Billiard club to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from all walks of life. Company Name: Rack & Roll Billiard club Job Description We are seeking a dedicated and friendly female waitress to join our team at the billiards club. The ideal candidate will have a passion for providing exceptional customer service and creating a welcoming environment for our patrons. Job Purpose The primary purpose of this role is to ensure that all customers receive outstanding service while enjoying their time at the billiards club. This includes taking orders, serving food and drinks, and maintaining a pleasant atmosphere. Job Duties and Responsibilities excellent customer service taking orders serving food and drinks pleasant atmosphere strong communication abilities multitasking friendly demeanor engaging with customers knowledge of the menu handling cash transactions Qualifications Required Qualifications excellent customer service strong communication abilities multitasking knowledge of the menu handling cash transactions Jobs for Humanity is partnering with Rack & Roll Billiard club to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from all walks of life. Company Name: Rack & Roll Billiard club Job Description We are seeking a dedicated and friendly female waitress to join our team at the billiards club. The ideal candidate will have a passion for providing exceptional customer service and creating a welcoming environment for our patrons. Job Purpose The primary purpose of this role is to ensure that all customers receive outstanding service while enjoying their time at the billiards club. This includes taking orders, serving food and drinks, and maintaining a pleasant atmosphere. Job Duties and Responsibilities excellent customer service taking orders serving food and drinks pleasant atmosphere strong communication abilities multitasking friendly demeanor engaging with customers knowledge of the menu handling cash transactions Qualifications Required Qualifications excellent customer service strong communication abilities multitasking knowledge of the menu handling cash transactions We are seeking a dedicated and friendly female waitress to join our team at the billiards club. The ideal candidate will have a passion for providing exceptional customer service and creating a welcoming environment for our patrons. The primary purpose of this role is to ensure that all customers receive outstanding service while enjoying their time at the billiards club. This includes taking orders, serving food and drinks, and maintaining a pleasant atmosphere. excellent customer service taking orders serving food and drinks pleasant atmosphere strong communication abilities multitasking friendly demeanor engaging with customers knowledge of the menu handling cash transactions excellent customer service taking orders serving food and drinks pleasant atmosphere strong communication abilities multitasking friendly demeanor engaging with customers knowledge of the menu handling cash transactions excellent customer service strong communication abilities multitasking knowledge of the menu handling cash transactions excellent customer service strong communication abilities multitasking knowledge of the menu handling cash transactions"
